Other Songs I Know	Artists	ID	ExCol
Tyler Got Him A Tesla - Skit	Florida Georgia Line, Brother Jervel	Can't Say I Ain't Country	spotify:track:08qPrqMvFQfcvyGHdkH1UN
Can’t Say I Ain’t Country	Florida Georgia Line	Can't Say I Ain't Country	spotify:track:4AQ0FuLnPIM4rDKH4VleLD
All Gas No Brakes - Skit	Florida Georgia Line, Brother Jervel	Can't Say I Ain't Country	spotify:track:4kU4mk9V1wMjxroJzyWAHv
Speed Of Love	Florida Georgia Line	Can't Say I Ain't Country	spotify:track:6GrPuAwc1WApDcuhP7E2fw
Women	Florida Georgia Line, Jason Derulo	Can't Say I Ain't Country	spotify:track:5UYFqUJBBVgpGqdONKbH3t
Sack’a Puppies - Skit	Florida Georgia Line, Brother Jervel	Can't Say I Ain't Country	spotify:track:20kIz84ivvDt8LTJu6MSyN
Catfish Nuggets - Skit	Florida Georgia Line, Brother Jervel	Can't Say I Ain't Country	spotify:track:4QvS0vp9g5qoGl4aupY2iR
High (Interlude) [feat. Simon Sayz]	Lupe Fiasco, Simon Sayz	DROGAS Light	spotify:track:1MLWvJWnr9tgeWpIrNnvkw
Strip That Down	Liam Payne, Quavo	Strip That Down	spotify:track:4Ro98RCK90oHqqSZUnTFq5
Deja Vu	Eminem	Relapse: Refill	spotify:track:0FDjc7fIiK29BWH45Ka7Vp
Don't Don't Do It!	N.E.R.D, Kendrick Lamar, Pharrell Williams	NO ONE EVER REALLY DIES	spotify:track:2svutFGaCycRmYc1mWbfQh
Please Me	Cardi B, Bruno Mars	Please Me	spotify:track:0PG9fbaaHFHfre2gUVo7AN
Intro	Kirk Knight	Iiwii	spotify:track:7CLOorRGaITwJkPlseY7Cz
Gimmie That Money	Hopsin	Knock Madness	spotify:track:5JH5KmHF5hPzdIuvNzPA1Y
Weak - Cheat Codes Remix	AJR, Cheat Codes	Weak (Remixes)	spotify:track:62Uf8EAHQIhA1nOYYJewr3
Y’all Boys	Florida Georgia Line, HARDY	Y'all Boys	spotify:track:7BgJrMEAiwiw6lCqWZD6Pi
Bang Bang (feat. R. City, Selah Sue & Craig David)	DJ Fresh, Diplo, R. City, Selah Sue, Craig David	Bang Bang (feat. R. City, Selah Sue & Craig David)	spotify:track:3lasxSWFOMnsL3L47jEfUK
Told You So	Miguel	Told You So	spotify:track:0eR4XQMQcXzyEJvblvPBja
Take Your Shirt Off	Lukas Graham	Spotify Sessions	spotify:track:2y7QG8rrv8GRIYfoLyKhxk
Set Me Free - Original Mix	Robyn & La Bagatelle Magique	Love Is Free	spotify:track:1CVmzyVQyBTiSGyKXhkfvD
out for the night	21 Savage	i am > i was	spotify:track:0ZKKJTv21zJpNrKiL0LYyV
Latch - DJ Premier Remix	Disclosure, Sam Smith, DJ Premier	Settle (The Remixes)	spotify:track:32JL9HbzCsPsQh4hyJEBzE
Robbery	Juice WRLD	Robbery	spotify:track:44ShclXTOOnYtt5CnCDeGV
IDWK	DVBBS, blackbear	IDWK	spotify:track:4ABdTWafMCXfATpILRuZFW
I Want a New Drug	Ben Rector	Newy Lewis and the Hues: Greatest Hits	spotify:track:1NPGii8bjRnydFj0mlvnpZ
Burial	Pusha T, Yogi	Burial	spotify:track:2kJsHQMFO7jj2qX3QjPKP1
A Willie Nice Christmas	Kacey Musgraves, Willie Nelson	A Very Kacey Christmas	spotify:track:0oIn0nNk918OsdTjKtVULN
Midnight Summer Jam	Justin Timberlake	Man of the Woods	spotify:track:1KAhsLqLYiqCZ1G8ljKDtB
Sauce	Justin Timberlake	Man of the Woods	spotify:track:249c7UYQRwLb8tUykq8IwX
The Strays	Sleeping With Sirens	Madness	spotify:track:6A3RY9f1sgiA6oePTjZMYM
Sparks	Hilary Duff	Sparks	spotify:track:33okDqzPPYo8vwC3Mc1pOr
For Pete's Sake	Yellowcard	One for the Kids	spotify:track:0vBQauxOxB3p3zmCizeYwi
Blue Jeans - Smims & Belle Remix	Lana Del Rey, Azealia Banks, Mark Foster	Blue Jeans Remixes	spotify:track:7ADy9yJrXpirn1IrWo6jBq
I Fall Apart	Post Malone	Stoney (Deluxe)	spotify:track:75ZvA4QfFiZvzhj2xkaWAh
Lay It Down	Royce Da 5'9", Juan, K Deezy	Independent's Day	spotify:track:5p60U732UNGqRIINTntCse
Saw It Coming (from the "Ghostbusters" Original Motion Picture Soundtrack) (feat. Jeremih)	G-Eazy, Jeremih	Saw It Coming (from the "Ghostbusters" Original Motion Picture Soundtrack) (feat. Jeremih)	spotify:track:04R63LtwXGvm2OO5zyDa3h
Night Night	Big Boi, B.o.B, Joi	Sir Lucious Left Foot...The Son Of Chico Dusty (Deluxe)	spotify:track:61sixsNSAjqIsEXHapYRBH
Big Eyes	Lana Del Rey	Big Eyes: Music From The Original Motion Picture	spotify:track:5Lr2qE0Nwl8XiqNwQzvrUJ
Katy Kruelly	Two Gallants	We Are Undone	spotify:track:4dUjRlchsaBRhlOzSjA8dC
ID - Ultra Music Festival Anthem	Kygo	ID (Ultra Music Festival Anthem)	spotify:track:4SBqydJCEhcroni09XgT2c
Pistol Poppin'	Ca$his, Eminem	The County Hound EP	spotify:track:6YknzNwOnSJfeIMneKWOfd
Harvest Time	Luke Bryan	Tailgates & Tanlines	spotify:track:5khMkG3cj7gdOU5gty38C7
Until We Can't (Let's Go)	Passion Pit	Until We Can't (Let's Go)	spotify:track:45UBAYGBZFrxIaWdEwl02q
Mo Bounce	Iggy Azalea	Mo Bounce	spotify:track:57nIrfsmlBYZO5fs4gbo0f
Dolo (feat. R. Kelly)	Kid Ink, R. Kelly	Full Speed	spotify:track:4gXQ1UPlzSVhBhfxmtZFX8
Thotiana (feat. Cardi B, YG) [Remix]	Blueface, Cardi B, YG	Thotiana (feat. Cardi B, YG) [Remix]	spotify:track:1JkrD47SDpAbyvqKtolcea
Numb Numb Juice	ScHoolboy Q	Numb Numb Juice	spotify:track:4dTiQezDWmEOWcdCbWVWMp
Lane Boy (feat. MUTEMATH)	Twenty One Pilots, Mutemath	TOPxMM	spotify:track:3bOfawOrDpk59qq9iuvJdw
Oprah 75th Golden Globes Cecil B. DeMille Award Acceptance Speech	Oprah Winfrey	75th Golden Globes	spotify:track:1xGn1kNBQe21ZDBiQ8igBJ
Pure Grinding	Avicii	Stories	spotify:track:3uEu7hcvgrSOrgnMxzqugh
Lifting You	N.E.R.D, Ed Sheeran, Pharrell Williams	NO ONE EVER REALLY DIES	spotify:track:6DddRnq5NnVFjbyopAcRnq
I'm Ghost	DJ Haze, Kendrick Lamar	I'm Ghost	spotify:track:5EJiUItZTuV5tsOKOKE3la
Blackbird	The Beat Bugs, Sia	Beat Bugs: Best Of Seasons 1 & 2 (Music From The Netflix Original Series)	spotify:track:4tJIEMZRjx8umPdl0uPue1
Don't Wanna Know	Maroon 5, Kendrick Lamar	Don't Wanna Know	spotify:track:0AKejOKlGdiB53QpwAeenO
What If I Was White	Sticky Fingaz, Eminem	Black Trash: The Autobiography of Kirk Jones	spotify:track:7pypjOgvF6cCXnHBfmrnC2
Arrest The President	Ice Cube	Arrest The President	spotify:track:3JWdewLCI6WgLMd1LnSTMj
Rossi Wine	Droop-E, Kendrick Lamar	Hungry and Humble	spotify:track:4xhyLoAlssBTXH0cXqUZPI
Beware	Big Sean, Lil Wayne, Jhené Aiko	Hall Of Fame (Deluxe)	spotify:track:6bxUnsSGZCmoHHU5auwtps
Nobody Wins (feat. B.o.B)	Jodeci, B.o.B	The Past, The Present, The Future	spotify:track:3ZogrhnCNReBnyI9JdCxl3
Deeper Self	Styles P	Phantom and The Ghost	spotify:track:1F2tXlrvxL7HdYdkZlqSox
Hard Time	Seinabo Sey	Hard Time	spotify:track:2PBOoQQwFVzL8UaGPJzcMp
Across The World (feat. B.o.B)	Pitbull, B.o.B	Pitbull Starring In Rebelution	spotify:track:6odRx74xFgteuuDlJtV8li
The Hand Is Quicker	Aloe Blacc	Lift Your Spirit	spotify:track:3CZUWwmq8QT6vJphoPsknH
Me Too	Meghan Trainor	Thank You (Deluxe)	spotify:track:1m4dXbkplvaOO4Wbdjbwxs
Cassy O'	George Ezra	Wanted on Voyage	spotify:track:4utxrxc5CohfZa6ZhWDdNn
Back To You	Blair	Back To You	spotify:track:7ogKLtV6jod8ujXup6HBku
Better Now	Post Malone	beerbongs & bentleys	spotify:track:7dt6x5M1jzdTEt8oCbisTK
Burn the House Down	AJR	Burn the House Down	spotify:track:6DOrfjvoK0hLJnxeHsE0xy
Happier - Kasbo Remix	Ed Sheeran, Kasbo	Happier (Kasbo Remix)	spotify:track:3a1QSvzb3ypLc1QpXTs9mU
Today	Yellowcard	Punk Goes 90s Vol. 2	spotify:track:1IRJQz1tRQQPo8BS6oW5Rl
Never Enough	One Direction	Made In The A.M. (Deluxe Edition)	spotify:track:7rdP71W8x4UbJ0KAKBACbo
I've Got A Dark Alley And A Bad Idea That Says You Should Shut Your Mouth (Summer Song)	Fall Out Boy	From Under The Cork Tree	spotify:track:3DASPeFJXSIycNpbROhrAC
Paper Trail$ (Live from SXSW 2015)	Joey Bada$$	Spotify Sessions	spotify:track:6h0gJb9QFvtfE6CoRnYlSy
Here Tomorrow Gone Today	Lifehouse	Smoke & Mirrors (Deluxe)	spotify:track:5gELPx913AK89zdbwrd0TT
Ghostbusters (I'm Not Afraid) (from the "Ghostbusters" Original Motion Picture Soundtrack) (feat. Missy Elliott)	Fall Out Boy, Missy Elliott	Ghostbusters (I'm Not Afraid) (from the "Ghostbusters" Original Motion Picture Soundtrack) (feat. Missy Elliott)	spotify:track:1petM97cdWCUiQ8GJn0K1L
I Know	Ray jr., Chip Tha Ripper, Machine Gun Kelly	Classics: Ray Jr. vs. Young Ray	spotify:track:20TzhBxzdn1OfOScMfiuIb
Sorry To Interrupt	Jessie J, Jhené Aiko, Rixton	Sorry To Interrupt	spotify:track:22ZMcBr6neHL72NhJU3lpg
Postcards from Far Away	Coldplay	Prospekt's March	spotify:track:3KdUdP8JusiGrwcxu8pZre
Clocks - Latin V2 Remix	Amonn, Coldplay	Clocks (Latin V2 Remix)	spotify:track:2PkxTQlxovhStEb1XmprwR
Rae Words	Raekwon	The Tonite Show	spotify:track:1BktqsgTmGEaWqo3K3LRdF
Cruel World	Lana Del Rey	Ultraviolence (Deluxe)	spotify:track:6ayKgleoMF26lvU1Z7wVm7
Stranger Things (feat. OneRepublic) - Alan Walker Remix	Kygo, OneRepublic, Alan Walker	Kids in Love (Remixes)	spotify:track:76c4KOymiPUkWEeIIc0DQr
Live To Die	Raekwon	Fly International Luxurious Art	spotify:track:3ALKf0t2oGdiwfjdlJarSR
HUMBLE. - SKRILLEX REMIX	Skrillex, Kendrick Lamar	HUMBLE. (SKRILLEX REMIX)	spotify:track:65ES1qwOB577ZnTkizMXJJ
Kites	N.E.R.D, Kendrick Lamar, M.I.A.	NO ONE EVER REALLY DIES	spotify:track:65UcBkHqJoIk33vfxqUzvm
Close	Hellogoodbye	S'only Natural	spotify:track:5ivAKbmtIDHueGyVpB6SHh
Peep Show	50 Cent, Eminem	Curtis	spotify:track:21cE6zxeBpim5aCFOyZL4i
Suntan City	Luke Bryan	Spring Break...Here To Party	spotify:track:2HiXyVv2tfjIGJh02brVDY
Crazy In Love	Eminem	Encore (Deluxe Version)	spotify:track:0bCCMwWTaYOcQ4v8EeEYmd
Glory - Franky Rizardo Remix	Bastille, Franky Rizardo	Glory (Franky Rizardo Remix)	spotify:track:2vl77RRK1D0w657Q7capi1
Get Down (feat. B.o.B) - Rarities & B-Sides	Chris Brown, B.o.B	Get Down (feat. B.o.B) [Rarities & B-Sides]	spotify:track:0kDeWlUS9o7DZX6Zjqt8nU
Git Up	D12	D-12 World	spotify:track:3YRaQGDhuNyOEIS8gjlBZ5
Richard	Obie Trice, Eminem	Bottoms Up	spotify:track:0Rn3JteUwI7FUTb9z4bB4Q
Mr Clean (feat. Lupe Fiasco)	Nikki Jean, Lupe Fiasco	Mr Clean (feat. Lupe Fiasco)	spotify:track:35PakRMhUVkzOq7ltU4ihZ
Shape of You - Yxng Bane Remix	Ed Sheeran, Yxng Bane	Shape of You (Yxng Bane Remix)	spotify:track:31OUf7myzRshUdO8aQpEPH
Lady	Obie Trice, Eminem	Cheers	spotify:track:7brMArAV4STOd2ic3t5CbT
Addiction	Kanye West	Late Registration	spotify:track:5VzeI5JM2y9t21JwrWAnkH
Fantasy	ScHoolboy Q, Jhené Aiko	Setbacks	spotify:track:4ClpiqN57NfCEggVOrhlVH
Cutthroat	Joey Fatts, Vince Staples	Chipper Jones EP Vol. 1	spotify:track:6eWUygvKLSYhfWWtpL8IaB
My Way (feat. Monty)	Fetty Wap, Monty	My Way (feat. Monty)	spotify:track:7zpZQzTwWBN0eOsmb4WPH3
Streets of Paris	Will Joseph Cook	You Jump I Run EP	spotify:track:5jKnM8iDac3ngm0ALHo5wN
Interlude	Jamie Cullum	Interlude	spotify:track:12dXxH1HvnbmD8yhmXSFJh
One and Only	Timbaland, Fall Out Boy	Shock Value	spotify:track:1f4SBQwZ7g5KbouiocLoxu
Ramona Park Is Yankee Stadium	Vince Staples	Big Fish Theory	spotify:track:3hJkeEjwi8foYgWDZnWKTB
Apologize (DJ N3DDY T remix)	OneRepublic	Dancing With Flames	spotify:track:2trHl2o4bpGssxAasz4e6M
Mr. Wonderful	Joey Bada$$	Mr. Wonderful	spotify:track:43kdsC2y7qAaskG6VM28mv
Easy (Switch Screens) [feat. Lorde]	Son Lux, Lorde	Alternate Worlds	spotify:track:3SCRNG1UdHZVo5ZXeBegDV
Paris	$uicideboy$	Now The Moon's Rising	spotify:track:4irYeuAi87yyGHcI4h9s0x
I'm Fresh	Royce Da 5'9", Mr Porter	Success Is Certain	spotify:track:1lfefC9sPVbX0EjuKzSnBY
In A World Of My Own/Very Good Advice - From "Alice In Wonderland"	Jhené Aiko	We Love Disney	spotify:track:2nHEEkXLHeyyfwVdBmikfF
Getaway Car	Taylor Swift	reputation	spotify:track:0VE4kBnHJUgtMf0dy6DRmW
Blame - Vaults Remix	Bastille, Vaults	Blame (Remixes)	spotify:track:6Df8jI16TNzngNkBf8prtm
Best of Me	Kid Rock	First Kiss	spotify:track:5jxoOf4DDu2f6OdgS7zOek
Sunflower - Spider-Man: Into the Spider-Verse	Post Malone, Swae Lee	Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)	spotify:track:3KkXRkHbMCARz0aVfEt68P
Ghosts	Ibeyi	Ghosts	spotify:track:2bqx1nbXAI6ciOxzl2JbVC
Don't Look Down (feat. Jhene Aiko)	Dev Dott Dolla, Jhené Aiko	Under Rated	spotify:track:3YFZqbipEuuotFV0l2pPDV
asmr	21 Savage	i am > i was	spotify:track:2QgfDF0fQ4sskDthP8MG5w
Stay Alive	ellac, Tyler Joseph	Stay Alive	spotify:track:60JSLXl63yZ9KCKumhLCc8
Uh Huh	RØMANS	Uh Huh	spotify:track:64Lp0vE2slvLxlvalRqT66
Latch - Live From Bonnaroo 2014	Disclosure, Sam Smith	Spotify Sessions (Live from Bonnaroo 2014)	spotify:track:7MlYRJOFuk7ge8Ruo6rqSn
The Worst - (Remix)	NAMUHA, Jhené Aiko	Few and Far Between	spotify:track:4RAjoO6lcXkVPCLz0KE4Or
Old Town Road - Diplo Remix	Lil Nas X, Billy Ray Cyrus, Diplo	Old Town Road (Diplo Remix)	spotify:track:3kgKVcBpBGuSeaEC0AZGlb
Come One, Come All	All Time Low	So Wrong, It's Right (Deluxe Version)	spotify:track:4Ri0xUQVY9lkaR3gxotwJQ
Love Yourself	Mary J. Blige, Kanye West	Strength Of A Woman	spotify:track:7IX1XFoYc8QtGMYUCHG4bm
Cassiopeia	Sara Bareilles	The Blessed Unrest	spotify:track:4XGet6CWBb9QoZSHGGT0NM
Baba Kwesi - Interlude	Lupe Fiasco	DROGAS WAVE	spotify:track:7DTE1efZT7XwX25523c78s
Something Just Like This - ARMNHMR Remix	The Chainsmokers, Coldplay, ARMNHMR	Something Just Like This (Remixes)	spotify:track:2f3dQn9jfUwkgnPreXgByt
Never Told	J. Cole	Cole World: The Sideline Story	spotify:track:4xjTj1GaKEdP7VJRLwcogJ
break da law	21 Savage	i am > i was	spotify:track:5ZSIExfQuVv69tw5Qw3yDl
Uptown	Drake, Bun B, Lil Wayne	So Far Gone	spotify:track:1pF5hkdEGJv8xzLTvhy3PF
God Is Fair, Sexy Nasty (feat. Kendrick Lamar)	Mac Miller, Kendrick Lamar	The Divine Feminine	spotify:track:6hzbRKhJHo6cfCHSnNaDS8
The Irony of Choking on a Lifesaver	All Time Low	Don't Panic: It's Longer Now!	spotify:track:5oaSlcXjg1STGGzT5Bs0T2
How Deep Is Your Love	Calvin Harris, Disciples	How Deep Is Your Love	spotify:track:22mek4IiqubGD9ctzxc69s
My Mistake	Cam	My Mistake	spotify:track:4yNhsiPdalwFgDGxReRzhh
Points of Authority	Linkin Park	Hybrid Theory (Bonus Edition)	spotify:track:5egqKwgK5r5rvGD1LrtR7J
Blank Space - Voice Memo	Taylor Swift	1989 (Deluxe)	spotify:track:4e6QU4gpfZj9xxcK856RgG
Thunderclouds	Sia, Diplo, Labrinth, LSD	Thunderclouds	spotify:track:5a8RPWgKSmcGBGcffmIrUi
Flower Child	Kendrick Lamar, Nitty Scott	The Boombox Diaries, Vol. 1 - EP	spotify:track:0C79sQhgGvnJn9oYxQHW4s
Corner Love	Lido, Unge Ferrari	Corner Love	spotify:track:3YeVWaJWkszkxoUEL6R1No
Angel Feat Jhene Aiko (feat. Jhene Aiko)	Billionaire B, Jhené Aiko	Canadian Nights & Domaine Romanee Conti	spotify:track:6dIM65Ddutbb7tz4RICYiQ
January 28th - Live	J. Cole	Forest Hills Drive: Live from Fayetteville, NC	spotify:track:4hDVp91fU023kzpG2Pa50r
OK - Black Saint Remix	Robin Schulz, James Blunt, Black Saint	OK (The Remixes)	spotify:track:3qKGp7R24EMQjSz7HqOhAY
Jungle Bae (feat. Bunji Garlin & MX Prime)	Jack Ü, Skrillex, Diplo, Bunji Garlin, Mx Prime	Skrillex and Diplo present Jack Ü	spotify:track:7yJzk64ul9PFgVFUYbEzZL
Chemical	Jack Garratt	Chemical	spotify:track:3k6HVpEbUaWNpLd5O7nC7d
New earlsweatshirt - Interlude	Vince Staples	FM!	spotify:track:2jLVXSoCCuUDD6HUU6CaY5
Keep Talkin'	D12	D-12 World	spotify:track:13VS3dYd6PnDpBjQrYK1df
VICTIMIZED	Linkin Park	LIVING THINGS	spotify:track:35jdp4bY3CABKBroODRq7Y
Silent Type	Hannah Lou Clark	Silent Type EP	spotify:track:2YaIeBUaSxWKd8GWtHcn3b
Pep Rally	Missy Elliott	Pep Rally	spotify:track:3Of77FYMTeIucSWOnOvAkH
illuminatro	Logic	Bobby Tarantino	spotify:track:0cdXG7PwSUOv19gF6dMv5n
Don't Like.1	Kanye West, Chief Keef, Pusha T, Big Sean, Jadakiss	Kanye West Presents Good Music Cruel Summer	spotify:track:12D0n7hKpPcjuUpcbAKjjr
Brand New Tyga - Interlude	Vince Staples	FM!	spotify:track:3b0Voi6WMkuyX7EVa6QKgA
Walls Could Talk	Halsey	hopeless fountain kingdom (Deluxe)	spotify:track:5ln5yQdUywVbf8HhFsOcd6
Helter Skelter - Interlude	Lupe Fiasco	DROGAS WAVE	spotify:track:0OEUZW33luqsTRKaX52J39
Don't Mess up the Children - Interlude	Lupe Fiasco	DROGAS WAVE	spotify:track:2nYonPFoA9ts1Re7U7ozDQ
No More To Say	Trick Trick, Eminem, Proof	The People Vs.	spotify:track:3UvIaP7cQVx1IBJxl2N8vg
Windows	AWOLNATION	Windows	spotify:track:7IAArfuTYjnG5izhmBn19q
This Land Is Your Land	Sam Hunt	Bright: The Album	spotify:track:3ZYOXXgkp09xzMH0wWqonq
Boy With Luv (feat. Halsey)	BTS, Halsey	MAP OF THE SOUL : PERSONA	spotify:track:5KawlOMHjWeUjQtnuRs22c
Wake Up in the Sky	Gucci Mane, Bruno Mars, Kodak Black	Wake Up in the Sky	spotify:track:0QIjsbm2fh1cJ45XO9eGqq
Lie Baby Lie	Brantley Gilbert	Lie Baby Lie	spotify:track:1bnipiDy7YsPOV9oHWlxln
Lie	Halsey, Quavo	hopeless fountain kingdom (Deluxe)	spotify:track:3BRO4QR9ZDj9Ae3VtbjeUr
Thuggin'	Glasses Malone, Kendrick Lamar	Thuggin' (feat. Kendrick Lamar) - Single	spotify:track:176BcDBwvxBz7BEBwiBqzf
What Makes You Country	Luke Bryan	What Makes You Country	spotify:track:3bDXhWsPiFTHtrsMg5faL2
Power Circle (feat. Rick Ross & Kendrick Lamar)	Gunplay, Stalley, Wale, Meek Mill, Kendrick Lamar, Rick Ross	MMG Presents: Self Made, Vol. 2 (Deluxe Version)	spotify:track:54YIcwm4UHK2CjrPdqG5ET
Icy (feat. Gucci Mane)	Logic, Gucci Mane	Confessions of a Dangerous Mind	spotify:track:5sCwso3aURYAdieWEFI1nE
Bones (feat. OneRepublic) - Steff da Campo Remix	Galantis, OneRepublic, Steff da Campo	Bones (feat. OneRepublic) [Steff da Campo Remix]	spotify:track:2deqDqxjn8W7JQ0szZMRdk
Worst Behavior	Drake	Nothing Was The Same (Deluxe)	spotify:track:6oF3Es1YzzmLKjGBfThUvD
Love Me In A Field	Luke Bryan	Farm Tour…Here’s To The Farmer	spotify:track:4QbTbwI9CgV8IQrpDpPmKD
No Role Modelz - Live	J. Cole	Forest Hills Drive: Live from Fayetteville, NC	spotify:track:0SFZAQnxM6KBBNi8Y7YflZ
Feedback	Kanye West	The Life Of Pablo	spotify:track:4VflUZ1ONscJUHtVYELqtS
Digest It	Royce Da 5'9", Tiara, Denaun	Trust the Shooter	spotify:track:5pxq3BBJ5lZk4YUJpFSk0d
Barry Bonds	Kanye West, Lil Wayne	Graduation	spotify:track:7kXINLuqpicfE1sDCZ3Xwv
Out Of Sight	Logic	Confessions of a Dangerous Mind	spotify:track:3Z6O6zNyxqmqevwy5Dy4cs
Say Wassup (feat. Sc Hoolboy Q, Ab Soul & Kendrick Lamar)	Jay Rock, ScHoolboy Q, Ab-Soul, Kendrick Lamar	Follow Me Home	spotify:track:2iAPQ5Stbj7CIUThV8Udxq
EXACTLY WHAT YOU RUN FROM YOU END UP CHASING	Tyler, The Creator	IGOR	spotify:track:5e4LIAQI0bClLazNf2gZV0
Beautiful Now - KDrew Remix	Zedd, Jon Bellion, KDrew	Beautiful Now (Remixes)	spotify:track:5DUsIje9uwvsbKhWuzzBri
I'm Talkin' To You	T.I.	King	spotify:track:0gz16h24rbFx6TKgtWvlrY
Let's Make Some Noise (feat. Jhene Aiko)	R. Kelly, Jhené Aiko	The Buffet (Deluxe Version)	spotify:track:1wjZ22ZaKSGdBg0PCqioRC
Darkness Visible	Mumford & Sons	Delta	spotify:track:2nrlxvu6Ygdqlp0xJNeha7
Pups (feat. A$AP Rocky)	A$AP Ferg, A$AP Rocky	Pups (feat. A$AP Rocky)	spotify:track:0QzBRmLttMwyoqRoSmMIFN
Chapter Six	Kendrick Lamar	Section.80	spotify:track:3s3ZBjw8kKX5HXymkRIDVy
Spend Some Time	Eminem, Obie Trice, Stat Quo, 50 Cent	Encore (Deluxe Version)	spotify:track:1mHRciKUBSGQml3mQFGMsf
Just Rhymin'	Your Old Droog, Styles P, Joey Bada$$	Just Rhymin' (feat. Styles P & Joey Bada$$) - Single	spotify:track:4bcoVvbfemmhOjdkitn3iA
Bad Side Of 25	Patrick Stump	Soul Punk (Deluxe Edition)	spotify:track:7vSh5YzbU6c2bxYqX0Qhnv
Slow Down	Eva, Lupe Fiasco	In The Beginning	spotify:track:7LY42AG3dWLjAdfDqYF7Vv
Something 2 Ride 2 (feat. Phonte)	Royce Da 5'9", Phonte	Street Hop (Deluxe)	spotify:track:1NysMth5ifAbfCqTFWPXSu
It's A Slime (feat. Lil Uzi Vert)	Young Thug, Young Stoner Life, Lil Uzi Vert	Slime Language	spotify:track:3HxYOwZZHZn5mC1drqPQqR
Cross-Trainers (feat. Kendrick Lamar & Blu)	Pac Div, Kendrick Lamar, Blu	The Div / GMB	spotify:track:2PESE8ilPrfmPeaLdMoP6t
Let It Shine	Vince Staples	Prima Donna	spotify:track:5m7BmpQOTVkau2fd3ETxg6
Triangle Ship (feat. Kendrick Lamar)	Terrace Martin	3ChordFold	spotify:track:1TycxSppuyhz7NVbiOs870
Blue Jeans - Club Clique Nothing Is Real Remix	Lana Del Rey, Club Clique	Blue Jeans Remixes	spotify:track:2bAD41U8RQh4Z7rJinqzNy
I Wish You Would - Voice Memo	Taylor Swift	1989 (Deluxe)	spotify:track:4eTXfpHxhxVofrBUjAhPMg
The Requiem	Linkin Park	A Thousand Suns	spotify:track:4zkVWdm3GnVBawyd87x4Wj
Bennie And The Jets - 2018 Version	Elton John, P!nk, Logic	Revamp: The Songs Of Elton John & Bernie Taupin	spotify:track:2jL0xsUhizWTTTDyh4uxUm
A Bear in the Woods	Josh Lovelace, Ben Rector	A Bear in the Woods	spotify:track:532rKjKhrbqozsoKSYmGvo
Linus & Lucy - Recorded at Spotify Studios NYC	Anderson .Paak	Spotify Singles - Christmas	spotify:track:0NZqj0STahY0l4UR81wQj4
Silhouettes	Preoccupations	Viet Cong	spotify:track:07cUDeewEa1wMfKHUakxtK
4422	Drake, Sampha	More Life	spotify:track:2fkeWbM6iqTw7oGHTYm2lw
Really Love	Body Language	Really Love	spotify:track:2FlYcWdeQZaCXqFJP1PWBu
Wanna Ride (feat. Isaiah Rashad)	Jay Rock, Isaiah Rashad	90059	spotify:track:3FM7oymriNFjQAa4FGblLr
Dollars (feat. Bryce Vine)	Crankdat, Bryce Vine	Dollars (feat. Bryce Vine)	spotify:track:5i06q7j5XDMMkVcvuUOLJV
Colour Spectrum - Live in Buenos Aires	Coldplay	Live in Buenos Aires	spotify:track:5MVyXzR1HARqSkQjhPrNBO
High Life	B.o.B	We Run This, Vol. 8	spotify:track:11virlyOtRZBvXLQXj9PF9
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix	Ed Sheeran, Nyla, Kranium, Major Lazer	Shape of You (feat. Nyla & Kranium) [Major Lazer Remix]	spotify:track:1KqvRRQd3lfM0pAlkGPrgD
Young And Menace	Fall Out Boy	Young And Menace	spotify:track:72OGJT4cL9BQjHTa8h28tz
679 (feat. Remy Boyz)	Fetty Wap, Remy Boyz	679 (feat. Remy Boyz)	spotify:track:5NQbUaeTEOGdD6hHcre0dZ
God Put a Smile upon Your Face - Live in Buenos Aires	Coldplay	Live in Buenos Aires	spotify:track:2q8WO601qIwLwV4DgXDCiO
gun smoke	21 Savage	i am > i was	spotify:track:4f1XXGjZZ9EkFkrbPJek6X
Love You More	Eminem	Encore (Deluxe Version)	spotify:track:2PFqkLmTU9k5CNLN6jMMmr
Deserve It	Big Sean, PARTYNEXTDOOR	Dark Sky Paradise (Deluxe)	spotify:track:4DhcorFL5TTEMuh17ZQUqY
With You	Linkin Park	Hybrid Theory (Bonus Edition)	spotify:track:5uuXtfqM7Wp3idCxyHeOll
I Know Places - Voice Memo	Taylor Swift	1989 (Deluxe)	spotify:track:4FoV729rw7IhoKlMZW5K5V
Don't Be Afraid To Be Different (feat. Will Smith)	Logic, Will Smith	Confessions of a Dangerous Mind	spotify:track:3SoJfUu95PNVx1rmcXwGsL
Object of My Affection	Hedge Fund	Object of My Affection	spotify:track:4V7mRDWIdhfTT6S3Xv44Vj
Good Mourning	Halsey	hopeless fountain kingdom (Deluxe)	spotify:track:6Ck8Lq4srTWQP1PXZ9P8aZ
2 Minute Warning	TWENTY88, K-Ci & JoJo, Detail	TWENTY88	spotify:track:29pJCtNljzyBHHEYXmSIL2
Asylum	Slaughterhouse, Eminem	welcome to: OUR HOUSE (Deluxe)	spotify:track:1LDrfhiRTyIMpigi5G1YyA
